dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1-2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,location,cross_street,lat,lon,year_occ,month_occ
200610655,2020-05-26,2020-05-26,20:00:00,6,Hollywood,678,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 1810,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,930.0,930.0,998.0,998.0,800 N  KINGSLEY                     DR,VIN SCULLY                   AV,34.0849,-118.3028,2020,5
200115745,2020-08-02,2020-08-01,14:30:00,1,Central,185,1,330,BURGLARY FROM VEHICLE,1300 0344 1609,46,M,H,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,930.0,998.0,998.0,11TH                         ST,LOS ANGELES                  ST,34.0384,-118.2571,2020,8
200915581,2020-10-06,2020-10-06,11:50:00,9,Van Nuys,932,1,761,BRANDISH WEAPON,0913 1814 0416 0334 2000,33,M,H,504,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,761.0,998.0,998.0,14700    FRIAR                        ST,LOS ANGELES                  ST,34.1857,-118.4574,2020,10
200816217,2020-11-09,2020-11-06,10:30:00,8,West LA,849,1,510,VEHICLE - STOLEN,0913 1814 0416 0334 2000,0,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,761.0,998.0,998.0,1200 S  SHENANDOAH                   ST,LOS ANGELES                  ST,34.0565,-118.3815,2020,11
200917840,2020-11-29,2020-11-26,18:30:00,9,Van Nuys,994,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1309 0394,58,F,W,119,"PORCH, RESIDENTIAL",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,761.0,998.0,998.0,3500    BEVERLY RIDGE                DR,LOS ANGELES                  ST,34.1342,-118.4486,2020,11
201005187,2020-01-29,2020-01-27,16:15:00,10,West Valley,1063,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,248,CELL PHONE STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,442.0,761.0,998.0,998.0,18800    VENTURA                      BL,LOS ANGELES                  ST,34.1715,-118.5428,2020,1
200805726,2020-02-06,2020-02-01,11:15:00,8,West LA,849,2,662,"BUNCO, GRAND THEFT",1202 0800 0701 1822,68,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,662.0,761.0,998.0,998.0,800 S  SHENANDOAH                   ST,LOS ANGELES                  ST,34.063,-118.3813,2020,2
200713014,2020-08-22,2020-08-20,10:00:00,7,Wilshire,737,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,36,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,761.0,998.0,998.0,5200    WILSHIRE                     BL,LOS ANGELES                  ST,34.0622,-118.3434,2020,8
200814022,2020-09-12,2020-09-12,21:15:00,8,West LA,803,2,624,BATTERY - SIMPLE ASSAULT,0444 0917 0104,41,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,761.0,998.0,998.0,1500    SORRENTO                     DR,LOS ANGELES                  ST,34.0576,-118.5037,2020,9
200717061,2020-12-14,2020-12-13,19:00:00,7,Wilshire,769,1,510,VEHICLE - STOLEN,0444 0917 0104,0,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,761.0,998.0,998.0,1500    5TH                          AV,LOS ANGELES                  ST,34.0436,-118.3225,2020,12
200120692,2020-11-06,2020-11-06,19:30:00,1,Central,142,1,210,ROBBERY,2000 1814 0448 0344 0913,27,F,B,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,761.0,998.0,998.0,400 S  FLOWER                       ST,LOS ANGELES                  ST,34.0521,-118.2556,2020,11
200515410,2020-10-18,2020-10-17,22:50:00,5,Harbor,529,1,310,BURGLARY,1602 1607 0344 0358 1236,0,M,O,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,761.0,998.0,998.0,300 E  C                            ST,LOS ANGELES                  ST,33.7729,-118.2593,2020,10
200410757,2020-07-14,2020-07-14,03:00:00,4,Hollenbeck,489,2,900,VIOLATION OF COURT ORDER,2038 0913 2004,47,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,900.0,761.0,998.0,998.0,2800    WYNWOOD                      LN,LOS ANGELES                  ST,34.0255,-118.2153,2020,7
200111956,2020-05-20,2020-05-18,18:00:00,1,Central,148,1,480,BIKE - STOLEN,1218 0344 0913 0361,36,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,480.0,761.0,998.0,998.0,600 E  5TH                          ST,LOS ANGELES                  ST,34.0438,-118.2416,2020,5
201013848,2020-09-30,2020-07-30,00:05:00,10,West Valley,1025,2,900,VIOLATION OF COURT ORDER,2038 0913 1814 1906 0911,31,F,O,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,900.0,761.0,998.0,998.0,17900    VANOWEN                      ST,LOS ANGELES                  ST,34.1975,-118.5273,2020,7
201225995,2020-11-29,2020-11-29,13:40:00,12,77th Street,1239,1,210,ROBBERY,0342 0305 0419 0448 0416 0431 1309 0370 0344 1822,22,F,B,102,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,210.0,761.0,998.0,998.0,60TH                         ST,VERMONT                      AV,33.9858,-118.2915,2020,11
200111561,2020-05-10,2020-05-09,18:00:00,1,Central,105,1,310,BURGLARY,0344 1604 0397 0321 1822 1414,37,M,O,203,OTHER BUSINESS,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,310.0,761.0,998.0,998.0,400    BERNARD                      ST,VERMONT                      AV,34.0714,-118.2329,2020,5
201107109,2020-03-09,2020-03-04,17:20:00,11,Northeast,1136,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0400 0319,43,F,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,740.0,761.0,998.0,998.0,4000    EAGLE ROCK                   BL,VERMONT                      AV,34.12,-118.2288,2020,3
200918093,2020-12-05,2020-12-04,23:00:00,9,Van Nuys,932,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 0445,50,M,H,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,761.0,998.0,998.0,VICTORY                      BL,KESTER                       AV,34.1867,-118.4574,2020,12
201301085,2020-10-24,2020-10-23,00:45:00,13,Newton,1325,1,310,BURGLARY,1402 0329 1407 1419 1100,48,M,B,501,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310.0,998.0,998.0,998.0,1100 E  ADAMS                        BL,KESTER                       AV,34.0185,-118.2544,2020,10
201012590,2020-08-30,2020-08-30,05:45:00,10,West Valley,1065,1,330,BURGLARY FROM VEHICLE,0344 1202,67,M,O,103,ALLEY,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,998.0,998.0,998.0,5200    NEWCASTLE                    AV,KESTER                       AV,34.1645,-118.5244,2020,8
200610594,2020-05-25,2020-05-21,23:59:00,6,Hollywood,657,1,510,VEHICLE - STOLEN,0344 1202,0,M,O,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,510.0,998.0,998.0,998.0,ROMAINE,SAINT ANDREWS                PL,34.0885,-118.3114,2020,5
201304906,2020-01-16,2020-01-16,13:00:00,13,Newton,1371,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913 0445 0602 0555,39,M,B,501,SINGLE FAMILY DWELLING,304.0,CLUB/BAT,AO,Adult Other,230.0,998.0,998.0,998.0,100 W  58TH                         ST,SAINT ANDREWS                PL,33.9898,-118.2739,2020,1
200314771,2020-07-26,2020-07-26,17:30:00,3,Southwest,356,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0104 0325 0304,19,X,X,402,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,440.0,998.0,998.0,998.0,1700 W  JEFFERSON                    BL,SAINT ANDREWS                PL,34.0255,-118.3061,2020,7
201214503,2020-06-11,2020-06-11,17:30:00,12,77th Street,1263,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1276 0913 0400 0416 1814 2000,37,F,B,501,SINGLE FAMILY DWELLING,308.0,STICK,AO,Adult Other,236.0,998.0,998.0,998.0,1600 W  80TH                         ST,SAINT ANDREWS                PL,33.9664,-118.3068,2020,6
200618792,2020-12-03,2020-12-02,12:00:00,6,Hollywood,638,1,510,VEHICLE - STOLEN,1276 0913 0400 0416 1814 2000,0,F,B,101,STREET,308.0,STICK,IC,Invest Cont,510.0,998.0,998.0,998.0,5600    FRANKLIN                     AV,SAINT ANDREWS                PL,34.1054,-118.3115,2020,12
201300605,2020-03-20,2020-03-19,21:14:00,13,Newton,1331,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1407,21,M,A,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,753.0,998.0,998.0,998.0,200 W  27TH                         ST,SAINT ANDREWS                PL,34.0248,-118.2715,2020,3
200717303,2020-12-21,2020-12-21,00:03:00,7,Wilshire,758,1,510,VEHICLE - STOLEN,1100 1407,0,M,A,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,510.0,998.0,998.0,998.0,1100    WEST                         BL,SAINT ANDREWS                PL,34.0535,-118.3318,2020,12
201112158,2020-08-04,2020-08-03,02:10:00,11,Northeast,1136,1,210,ROBBERY,0344 0417 0416 3034 0429 2034,27,M,W,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,998.0,998.0,998.0,4200    EAGLE ROCK                   BL,SAINT ANDREWS                PL,34.1218,-118.2251,2020,8
200108907,2020-03-10,2020-03-10,11:30:00,1,Central,171,1,350,"THEFT, PERSON",0344 1822 1251,22,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,998.0,998.0,998.0,800 W  OLYMPIC                      BL,SAINT ANDREWS                PL,34.045,-118.264,2020,3
200512607,2020-08-03,2020-08-03,14:30:00,5,Harbor,517,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,38,F,B,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,998.0,998.0,998.0,100 E  N                            ST,SAINT ANDREWS                PL,33.79,-118.2632,2020,8
200815547,2020-10-22,2020-10-19,09:30:00,8,West LA,889,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0329,0,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,998.0,998.0,998.0,2000 S  HOLT                         AV,SAINT ANDREWS                PL,34.0395,-118.3818,2020,10
201008205,2020-04-19,2020-04-14,22:04:00,10,West Valley,1001,1,310,BURGLARY,1822 0344 1420,0,M,W,721,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,998.0,998.0,998.0,8100    VANALDEN                     AV,SAINT ANDREWS                PL,34.2175,-118.5492,2020,4
201011658,2020-08-01,2020-07-31,18:25:00,10,West Valley,1033,1,330,BURGLARY FROM VEHICLE,1822 0344 0321 1300,64,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,330.0,998.0,998.0,998.0,18700    GILMORE                      ST,SAINT ANDREWS                PL,34.1875,-118.5413,2020,7
200907697,2020-03-21,2020-03-21,14:20:00,9,Van Nuys,935,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",312.0,PIPE/METAL PIPE,AA,Adult Arrest,740.0,998.0,998.0,998.0,6200    VAN NUYS                     BL,SAINT ANDREWS                PL,34.1827,-118.4487,2020,3
200116023,2020-08-08,2020-08-08,00:40:00,1,Central,191,2,888,TRESPASSING,1822,0,M,W,255,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",312.0,PIPE/METAL PIPE,IC,Invest Cont,888.0,998.0,998.0,998.0,1700 S  GEORGIA                      ST,SAINT ANDREWS                PL,34.0371,-118.2728,2020,8
200908918,2020-04-25,2020-04-24,09:00:00,9,Van Nuys,916,1,330,BURGLARY FROM VEHICLE,1609 0344 1420,41,M,O,123,PARKING UNDERGROUND/BUILDING,312.0,PIPE/METAL PIPE,IC,Invest Cont,330.0,998.0,998.0,998.0,13700    SHERMAN                      WY,SAINT ANDREWS                PL,34.2012,-118.4313,2020,4
200117793,2020-09-11,2020-09-10,21:00:00,1,Central,182,1,330,BURGLARY FROM VEHICLE,0329 1822 1307 1609 0344,54,M,O,102,SIDEWALK,312.0,PIPE/METAL PIPE,IC,Invest Cont,330.0,998.0,998.0,998.0,12TH                         ST,HOPE                         ST,34.0408,-118.2644,2020,9
201220284,2020-09-09,2020-09-08,18:00:00,12,77th Street,1249,1,510,VEHICLE - STOLEN,0329 1822 1307 1609 0344,0,M,O,101,STREET,312.0,PIPE/METAL PIPE,IC,Invest Cont,510.0,998.0,998.0,998.0,7000    DENVER                       AV,HOPE                         ST,33.9747,-118.2838,2020,9
200319457,2020-10-27,2020-10-27,12:15:00,3,Southwest,331,1,210,ROBBERY,1822 0330 0448 1310 1309 0916,63,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,998.0,998.0,998.0,4900 W  ADAMS                        BL,HOPE                         ST,34.0325,-118.3477,2020,10
200617252,2020-10-27,2020-10-08,12:00:00,6,Hollywood,637,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0330 0448 1310 1309 0916,0,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,998.0,998.0,998.0,6200 W  HOLLYWOOD                    BL,HOPE                         ST,34.103,-118.3225,2020,10
200906078,2020-02-15,2020-02-14,11:05:00,9,Van Nuys,966,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,403,DRUG STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,343.0,998.0,998.0,998.0,13300    RIVERSIDE                    DR,HOPE                         ST,34.1576,-118.4225,2020,2
200100810,2020-05-24,2020-05-24,05:45:00,1,Central,124,1,310,BURGLARY,1822 1607 0329 0377 0352 0344 2004,0,X,X,727,SHOPPING MALL (COMMON AREA),500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310.0,998.0,998.0,998.0,200 N  LOS ANGELES                  ST,HOPE                         ST,34.0525,-118.2432,2020,5
201006843,2020-03-04,2020-03-04,19:30:00,10,West Valley,1031,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0448 2000 0400 1218 2004 0408 1813 0421 0417,40,M,H,152,UNDERPASS/BRIDGE*,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,998.0,998.0,998.0,CORBIN                       AV,HAMLIN                       ST,34.1889,-118.5622,2020,3
201216213,2020-07-09,2020-06-06,17:00:00,12,77th Street,1258,2,354,THEFT OF IDENTITY,0100 1822 0929,23,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,354.0,998.0,998.0,998.0,100 E  75TH                         ST,HAMLIN                       ST,33.9721,-118.2739,2020,6
201226332,2020-12-13,2020-10-13,13:05:00,12,77th Street,1218,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0446,31,M,H,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,5200 S  FIGUEROA                     ST,HAMLIN                       ST,33.9923,-118.287,2020,10
200913840,2020-08-22,2020-08-20,07:00:00,9,Van Nuys,904,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 1300,62,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,420.0,998.0,998.0,998.0,14800    RAYMER                       ST,HAMLIN                       ST,34.2125,-118.4566,2020,8
200909524,2020-05-10,2020-05-09,23:00:00,9,Van Nuys,914,1,761,BRANDISH WEAPON,2000 1310 1218 0913 2021 1814,53,F,W,101,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,761.0,998.0,998.0,998.0,SEPULVEDA,GAULT,34.1994,-118.4662,2020,5
201113892,2020-09-22,2020-09-22,11:05:00,11,Northeast,1128,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0400 0344 0104 0202,0,X,X,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,998.0,998.0,998.0,6300    YORK                         BL,GAULT,34.1148,-118.1824,2020,9
200918261,2020-12-09,2020-12-03,22:00:00,9,Van Nuys,952,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0400 0344 0104 0202,0,X,X,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,998.0,998.0,998.0,5300    KESTER                       AV,GAULT,34.1667,-118.4574,2020,12
200912597,2020-07-21,2020-07-17,15:00:00,9,Van Nuys,943,1,510,VEHICLE - STOLEN,0400 0344 0104 0202,0,X,X,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,998.0,998.0,14400    OXNARD                       ST,GAULT,34.1794,-118.4464,2020,7
200314211,2020-07-04,2020-07-04,22:20:00,3,Southwest,355,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0913 0450 0334,54,M,B,101,STREET,102.0,HAND GUN,AA,Adult Arrest,230.0,998.0,998.0,998.0,1700 W  37TH                         DR,GAULT,34.0194,-118.3093,2020,7
201306918,2020-02-22,2020-02-18,14:35:00,13,Newton,1313,1,510,VEHICLE - STOLEN,1309 0913 0450 0334,0,M,B,101,STREET,102.0,HAND GUN,IC,Invest Cont,510.0,998.0,998.0,998.0,1400 S  SAN PEDRO                    ST,GAULT,34.0322,-118.2544,2020,2
200815916,2020-10-30,2020-10-28,10:05:00,8,West LA,805,2,354,THEFT OF IDENTITY,0100 0928 1822,49,M,W,404,DEPARTMENT STORE,102.0,HAND GUN,IC,Invest Cont,354.0,998.0,998.0,998.0,2000    LINDA FLORA                  DR,GAULT,34.1071,-118.4653,2020,10
200309986,2020-04-14,2020-04-14,12:10:00,3,Southwest,373,2,624,BATTERY - SIMPLE ASSAULT,1822 0104 0416 0447,25,F,H,203,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,998.0,998.0,998.0,3700    CRENSHAW                     BL,GAULT,34.0182,-118.3349,2020,4
200109494,2020-03-21,2020-03-19,08:30:00,1,Central,152,1,310,BURGLARY,1822 1607 0344,33,M,W,120,STORAGE SHED,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,998.0,998.0,998.0,600 S  HOPE                         ST,GAULT,34.0495,-118.2563,2020,3
201215315,2020-05-06,2020-05-06,12:00:00,12,77th Street,1249,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 1607 0344,49,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341.0,998.0,998.0,998.0,7100 S  HOOVER                       ST,GAULT,33.9752,-118.2871,2020,5
200411481,2020-08-05,2020-08-05,15:05:00,4,Hollenbeck,499,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,27,M,B,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,420.0,998.0,998.0,998.0,1300    LOS PALOS                    ST,GAULT,34.0177,-118.1954,2020,8
201210203,2020-04-01,2020-04-01,12:00:00,12,77th Street,1256,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822,31,F,B,121,YARD (RESIDENTIAL/BUSINESS),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440.0,998.0,998.0,998.0,600 W  73RD                         ST,GAULT,33.9737,-118.2842,2020,4
201009999,2020-06-14,2020-06-14,10:00:00,10,West Valley,1047,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1606 2032,40,M,H,108,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,331.0,998.0,998.0,998.0,17000    BURBANK                      BL,GAULT,34.1723,-118.5033,2020,6
200117331,2020-09-02,2020-08-19,02:00:00,1,Central,162,1,330,BURGLARY FROM VEHICLE,1606 1300 1822 0344,62,M,J,108,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,998.0,998.0,998.0,700 S  HOPE                         ST,GAULT,34.0466,-118.259,2020,8
200121321,2020-11-20,2020-11-20,14:15:00,1,Central,182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0344 0329 1414 2002 1206 2000 0416 1814,19,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,998.0,998.0,998.0,1200 S  HOPE                         ST,GAULT,34.0406,-118.2646,2020,11
200613045,2020-07-22,2020-07-21,23:00:00,6,Hollywood,626,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,50,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,998.0,998.0,998.0,6400    DIX                          ST,GAULT,34.1058,-118.3289,2020,7
200814618,2020-09-28,2020-08-12,15:30:00,8,West LA,812,1,310,BURGLARY,0344 1822 0352 1607,32,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,998.0,998.0,998.0,900 N  KENTER                       AV,GAULT,34.0746,-118.492,2020,8
200715387,2020-10-28,2020-10-27,15:00:00,7,Wilshire,752,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1601 0344,51,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,331.0,998.0,998.0,998.0,HAYWORTH                     AV,PACKARD,34.0536,-118.3671,2020,10
200604629,2020-01-14,2020-01-14,15:00:00,6,Hollywood,642,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,41,F,B,510,NURSING/CONVALESCENT/RETIREMENT HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,1400 N  STANLEY                      AV,PACKARD,34.0962,-118.356,2020,1
201008238,2020-04-21,2020-04-21,08:15:00,10,West Valley,1015,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0416 1813 1814,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,998.0,998.0,998.0,18400    VALERIO                      ST,PACKARD,34.2048,-118.5337,2020,4
200913713,2020-08-19,2020-07-30,19:00:00,9,Van Nuys,941,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 1420,20,M,H,404,DEPARTMENT STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,442.0,998.0,998.0,998.0,5700 N  SEPULVEDA                    BL,PACKARD,34.174,-118.4661,2020,7
200321732,2020-12-14,2020-12-11,05:00:00,3,Southwest,332,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 1813 0444 0429 1309 1202,60,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,998.0,998.0,998.0,2800    POTOMAC                      AV,PACKARD,34.0294,-118.344,2020,12
201010367,2020-06-24,2020-03-01,10:00:00,10,West Valley,1063,2,354,THEFT OF IDENTITY,1822 0928,22,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,354.0,998.0,998.0,998.0,18600    CLARK                        ST,PACKARD,34.1709,-118.5384,2020,3
200804270,2020-01-06,2020-01-06,20:30:00,8,West LA,851,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 1822 0377,51,F,W,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,998.0,998.0,998.0,1500 S  BUNDY                        DR,PACKARD,34.0406,-118.4633,2020,1
201100545,2020-02-09,2020-02-09,11:30:00,11,Northeast,1144,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0325 1402,0,X,X,402,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,998.0,998.0,998.0,2700    HYPERION                     AV,PACKARD,34.1068,-118.2723,2020,2
200105585,2020-01-23,2020-01-22,22:30:00,1,Central,154,1,330,BURGLARY FROM VEHICLE,1822 1300 1606 0344,63,F,W,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,330.0,998.0,998.0,998.0,100 E  6TH                          ST,PACKARD,34.046,-118.2493,2020,1
